,AR ID (string),Overlap Datetimes,Landfall?,Max IVT,End Season Year,AR ID (Number)
0,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2000060100_2001063023/lpt_system_mask_ar.lptid00037.1000.nc,2000-06-24T06:00:00,True,1905.2291,2000,37.1
1,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2000060100_2001063023/lpt_system_mask_ar.lptid00037.2000.nc,2000-06-30T09:00:00,True,1755.0082,2000,37.2
2,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2000060100_2001063023/lpt_system_mask_ar.lptid00191.1000.nc,2000-09-09T22:00:00,True,1498.8667,2000,191.1
3,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2000060100_2001063023/lpt_system_mask_ar.lptid00191.1200.nc,2000-09-17T17:00:00,True,2002.6942,2000,191.12
4,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2000060100_2001063023/lpt_system_mask_ar.lptid00237.1000.nc,2000-09-13T01:00:00,True,1981.5474,2000,237.1
5,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2000060100_2001063023/lpt_system_mask_ar.lptid00260.1000.nc,2000-09-29T05:00:00,True,1392.6656,2000,260.1
6,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2000060100_2001063023/lpt_system_mask_ar.lptid00260.6000.nc,2000-10-08T06:00:00,True,1528.3556,2000,260.6
7,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2000060100_2001063023/lpt_system_mask_ar.lptid00324.0100.nc,2000-10-28T00:00:00,True,1940.4844,2000,324.01
8,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2000060100_2001063023/lpt_system_mask_ar.lptid00324.0600.nc,2000-11-04T05:00:00,True,2490.6418,2000,324.06
9,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2000060100_2001063023/lpt_system_mask_ar.lptid00324.0800.nc,2000-11-06T10:00:00,True,582.5888,2000,324.08
10,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2000060100_2001063023/lpt_system_mask_ar.lptid00397.1000.nc,2000-11-23T08:00:00,True,1553.8994,2000,397.1
11,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2000060100_2001063023/lpt_system_mask_ar.lptid00432.1000.nc,2000-12-13T21:00:00,True,2066.225,2000,432.1
12,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2000060100_2001063023/lpt_system_mask_ar.lptid00432.3000.nc,2000-12-16T14:00:00,True,1971.2074,2000,432.3
13,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2000060100_2001063023/lpt_system_mask_ar.lptid00432.6000.nc,2000-12-19T05:00:00,True,1472.5375,2000,432.6
14,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2000060100_2001063023/lpt_system_mask_ar.lptid00456.1000.nc,2000-12-23T13:00:00,True,1485.1926,2000,456.1
15,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2000060100_2001063023/lpt_system_mask_ar.lptid00458.2000.nc,2000-12-28T10:00:00,True,1197.2719,2000,458.2
16,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2000060100_2001063023/lpt_system_mask_ar.lptid00458.5000.nc,2001-01-03T22:00:00,True,2392.2551,2000,458.5
17,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2000060100_2001063023/lpt_system_mask_ar.lptid00458.6000.nc,2001-01-03T14:00:00,True,1598.844,2000,458.6
18,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2000060100_2001063023/lpt_system_mask_ar.lptid00488.5000.nc,2001-01-20T14:00:00,True,1423.8566,2000,488.5
19,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2000060100_2001063023/lpt_system_mask_ar.lptid00513.1000.nc,2001-01-23T12:00:00,True,1188.587,2000,513.1
20,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2000060100_2001063023/lpt_system_mask_ar.lptid00515.2000.nc,2001-01-26T13:00:00,True,1729.221,2000,515.2
21,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2000060100_2001063023/lpt_system_mask_ar.lptid00561.3000.nc,2001-02-28T13:00:00,True,1385.7318,2000,561.3
22,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2000060100_2001063023/lpt_system_mask_ar.lptid00561.5000.nc,2001-03-04T07:00:00,True,763.3534,2000,561.5
23,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2000060100_2001063023/lpt_system_mask_ar.lptid00638.0600.nc,2001-04-29T09:00:00,True,1488.7063,2000,638.06
24,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2000060100_2001063023/lpt_system_mask_ar.lptid00681.1000.nc,2001-04-16T05:00:00,True,701.0573,2000,681.1
25,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2000060100_2001063023/lpt_system_mask_ar.lptid00814.1000.nc,2001-06-21T05:00:00,True,1412.6731,2000,814.1
26,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2000060100_2001063023/lpt_system_mask_ar.lptid00828.1000.nc,2001-06-25T00:00:00,True,1675.2844,2000,828.1
27,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2001060100_2002063023/lpt_system_mask_ar.lptid00036.1000.nc,2001-06-21T05:00:00,True,1412.6731,2001,36.1
28,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2001060100_2002063023/lpt_system_mask_ar.lptid00050.1000.nc,2001-06-25T00:00:00,True,1675.2844,2001,50.1
29,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2001060100_2002063023/lpt_system_mask_ar.lptid00206.0900.nc,2001-09-24T23:00:00,True,1158.5227,2001,206.09
30,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2001060100_2002063023/lpt_system_mask_ar.lptid00206.1300.nc,2001-09-29T21:00:00,True,1162.38,2001,206.13
31,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2001060100_2002063023/lpt_system_mask_ar.lptid00206.1500.nc,2001-10-07T16:00:00,True,1587.4073,2001,206.15
32,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2001060100_2002063023/lpt_system_mask_ar.lptid00206.1600.nc,2001-10-07T18:00:00,True,2456.4062,2001,206.16
33,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2001060100_2002063023/lpt_system_mask_ar.lptid00254.1000.nc,2001-09-30T15:00:00,True,2041.922,2001,254.1
34,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2001060100_2002063023/lpt_system_mask_ar.lptid00318.1000.nc,2001-10-29T22:00:00,True,969.2967,2001,318.1
35,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2001060100_2002063023/lpt_system_mask_ar.lptid00329.0400.nc,2001-11-13T14:00:00,True,1996.5253,2001,329.04
36,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2001060100_2002063023/lpt_system_mask_ar.lptid00329.0500.nc,2001-11-10T21:00:00,True,918.55743,2001,329.05
37,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2001060100_2002063023/lpt_system_mask_ar.lptid00329.0700.nc,2001-11-19T02:00:00,True,1742.9819,2001,329.07
38,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2001060100_2002063023/lpt_system_mask_ar.lptid00420.1000.nc,2001-12-18T13:00:00,True,1725.4662,2001,420.1
39,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2001060100_2002063023/lpt_system_mask_ar.lptid00429.1000.nc,2001-12-22T10:00:00,True,1521.5402,2001,429.1
40,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2001060100_2002063023/lpt_system_mask_ar.lptid00436.4000.nc,2002-01-05T07:00:00,True,1936.2943,2001,436.4
41,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2001060100_2002063023/lpt_system_mask_ar.lptid00436.6000.nc,2002-01-05T05:00:00,True,1258.6697,2001,436.6
42,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2001060100_2002063023/lpt_system_mask_ar.lptid00467.1000.nc,2002-01-10T16:00:00,True,1417.2965,2001,467.1
43,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2001060100_2002063023/lpt_system_mask_ar.lptid00467.6000.nc,2002-01-20T10:00:00,True,1303.1124,2001,467.6
44,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2001060100_2002063023/lpt_system_mask_ar.lptid00500.1000.nc,2002-01-24T18:00:00,True,626.8514,2001,500.1
45,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2001060100_2002063023/lpt_system_mask_ar.lptid00501.1000.nc,2002-02-02T23:00:00,True,1438.0015,2001,501.1
46,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2001060100_2002063023/lpt_system_mask_ar.lptid00501.2000.nc,2002-02-05T12:00:00,True,994.90796,2001,501.2
47,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2001060100_2002063023/lpt_system_mask_ar.lptid00513.2000.nc,2002-02-06T10:00:00,True,1409.487,2001,513.2
48,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2001060100_2002063023/lpt_system_mask_ar.lptid00519.3000.nc,2002-02-19T16:00:00,True,1350.5653,2001,519.3
49,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2001060100_2002063023/lpt_system_mask_ar.lptid00606.3000.nc,2002-04-13T01:00:00,True,1671.8412,2001,606.3
50,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2001060100_2002063023/lpt_system_mask_ar.lptid00699.1000.nc,2002-05-28T16:00:00,True,2066.0999,2001,699.1
51,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2001060100_2002063023/lpt_system_mask_ar.lptid00733.6000.nc,2002-06-17T10:00:00,True,1401.7181,2001,733.6
52,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2001060100_2002063023/lpt_system_mask_ar.lptid00733.7000.nc,2002-06-18T13:00:00,True,2217.5737,2001,733.7
53,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2001060100_2002063023/lpt_system_mask_ar.lptid00733.8000.nc,2002-06-28T00:00:00,True,2117.6814,2001,733.8
54,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2001060100_2002063023/lpt_system_mask_ar.lptid00733.9000.nc,2002-06-27T02:00:00,True,834.4944,2001,733.9
55,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2002060100_2003063023/lpt_system_mask_ar.lptid00273.8000.nc,2002-11-05T00:00:00,True,1267.4436,2002,273.8
56,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2002060100_2003063023/lpt_system_mask_ar.lptid00314.2000.nc,2002-11-18T18:00:00,True,1967.5425,2002,314.2
57,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2002060100_2003063023/lpt_system_mask_ar.lptid00314.3000.nc,2002-11-24T03:00:00,True,1359.496,2002,314.3
58,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2002060100_2003063023/lpt_system_mask_ar.lptid00314.5000.nc,2002-12-04T00:00:00,True,2869.1118,2002,314.5
59,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2002060100_2003063023/lpt_system_mask_ar.lptid00349.3000.nc,2002-12-11T13:00:00,True,4497.6104,2002,349.3
60,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2002060100_2003063023/lpt_system_mask_ar.lptid00349.5000.nc,2002-12-15T16:00:00,True,1418.3998,2002,349.5
61,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2003060100_2004063023/lpt_system_mask_ar.lptid00206.6000.nc,2003-09-23T09:00:00,True,1754.1279,2003,206.6
62,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2003060100_2004063023/lpt_system_mask_ar.lptid00342.3000.nc,2003-12-05T05:00:00,True,1482.3375,2003,342.3
63,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2003060100_2004063023/lpt_system_mask_ar.lptid00342.5000.nc,2003-12-02T21:00:00,True,1243.2614,2003,342.5
64,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2003060100_2004063023/lpt_system_mask_ar.lptid00342.6000.nc,2003-12-04T13:00:00,True,1347.7671,2003,342.6
65,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2003060100_2004063023/lpt_system_mask_ar.lptid00390.1000.nc,2003-12-16T04:00:00,True,1705.7251,2003,390.1
66,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2003060100_2004063023/lpt_system_mask_ar.lptid00390.2000.nc,2003-12-24T00:00:00,True,2185.9116,2003,390.2
67,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2003060100_2004063023/lpt_system_mask_ar.lptid00390.3000.nc,2003-12-23T10:00:00,True,1054.5258,2003,390.3
68,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2003060100_2004063023/lpt_system_mask_ar.lptid00390.4000.nc,2003-12-29T01:00:00,True,1105.9513,2003,390.4
69,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2003060100_2004063023/lpt_system_mask_ar.lptid00436.1000.nc,2004-01-06T20:00:00,True,1571.5525,2003,436.1
70,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2003060100_2004063023/lpt_system_mask_ar.lptid00448.2000.nc,2004-01-23T00:00:00,True,1473.912,2003,448.2
71,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2003060100_2004063023/lpt_system_mask_ar.lptid00448.4000.nc,2004-01-27T23:00:00,True,1084.2311,2003,448.4
72,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2003060100_2004063023/lpt_system_mask_ar.lptid00577.2000.nc,2004-03-21T23:00:00,True,1203.379,2003,577.2
73,/home/orca/bkerns/projects/mjo_lpt_and_ar/tracking/lpt-python-public/ar.testing7.merge_split/data/ar/g0_0h/thresh1/systems/2004060100_2005063023/lpt_system_mask_ar.lptid00001.1000.nc,2004-06-05T02:00:00,True,1471.5962,2004,1.1
